"","team","player_id","season","player","ip","ha","bb","hb","so","hr_a","era","opp_avg","whip","fip"
"8943","Total",45792,"","Jordan Livingood",12.2,26,6,2,4,1,6.063,0.388,2.684,4.683
"8944","Total",45796,"","Elizabeth Livingston",27.2,32,14,2,6,2,4.819,0.269,1.735,4.646
"8945","Total",45798,"","Jessica Livingston",7,3,4,0,9,0,2,0.111,1,1.543
"8946","Total",45806,"","Sierra Livingtson",21.1,33,4,0,2,2,3.232,0.331,1.734,3.969
"8947","Total",45810,"","Jordan Lizotte",26,44,15,0,6,3,6.973,0.355,2.269,5.159
"8948","Total",45816,"","Sara Llamas-howell",241,245,84,27,173,26,2.594,0.236,1.477,3.756
"8949","Total",45817,"","Sairah Llano",13.2,13,5,1,6,1,3.066,0.217,1.39,3.787
"8950","Total",45818,"","Parker Llantero",22,32,12,1,11,0,3.801,0.296,2.045,3.169
"8951","Total",45824,"","Jordan Llinas",119.2,148,77,10,84,6,4.09,0.28,1.964,3.827
"8952","Total",45835,"","Madison Lloyd",10.1,12,6,3,5,1,8.198,0.261,2.032,5.318
"8953","Total",45840,"","Scarlett Lloyd",211.1,234,94,19,164,22,4.243,0.261,1.642,3.807
"8954","Total",45842,"","Taylor Lloyd",228.2,305,78,22,160,36,4.784,0.298,1.771,4.363
"8955","Total",45854,"","Ellie Lobdell",132.1,156,33,11,99,9,2.965,0.275,1.511,2.786
"8956","Total",45871,"","Amanda Lochte",99,84,13,0,70,1,1.204,0.214,0.98,1.509
"8957","Total",45874,"","Kaitlin Lock",96.2,126,20,11,73,5,4.348,0.293,1.624,2.524
"8958","Total",45887,"","Reagan Locke",7.2,11,5,1,4,1,3.733,0.297,2.217,5.467
"8959","Total",45892,"","Emily Lockhart",281.1,351,186,48,183,25,5.156,0.282,2.079,4.752
"8960","Total",45894,"","Jordan Lockhart",29.2,66,22,0,5,7,9.316,0.416,2.966,7.416
"8961","Total",45924,"","Talia Loda",290,229,66,24,198,4,1.375,0.206,1.1,2.145
"8962","Total",45930,"","Bella Lodico",35.1,54,7,5,27,1,3.955,0.296,1.868,2.261
"8963","Total",45931,"","Madison Lodowski",71.1,113,34,4,23,5,7.438,0.321,2.117,4.259
"8964","Total",45932,"","Jade Loe",131.1,222,63,14,20,17,7.2,0.343,2.277,5.541
"8965","Total",45935,"","Denali Loecker",225,288,84,7,139,23,4.453,0.281,1.684,3.706
"8966","Total",45936,"","Christina Loeffler",87.2,92,26,3,54,5,3.6,0.244,1.38,2.905
"8967","Total",45945,"","Kylie Loertscher",52.2,52,23,3,33,2,2.125,0.237,1.481,3.121
"8968","Total",45947,"","Peyton Loesch",95.2,184,22,4,44,10,5.851,0.358,2.195,3.654
"8969","Total",45953,"","Lauren Lofland",44.1,66,31,3,22,1,3.811,0.325,2.256,4.011
"8970","Total",45968,"","Bryann Loftus",2,5,4,0,0,0,17.5,0.455,4.5,8.4
"8971","Total",46004,"","Alex Loizon",536.2,565,103,13,409,44,2.909,0.253,1.269,2.59
"8972","Total",46005,"","Sydney Lokay",20.1,25,9,1,15,0,4.156,0.295,1.721,2.394
"8973","Total",46007,"","Kara Lokeinsky",116,142,29,7,44,16,3.508,0.278,1.534,4.372
"8974","Total",46008,"","Ciara Loken",0.2,3,0,0,0,2,35,0.3,4.5,67.4
"8975","Total",46024,"","Angelina Lombardi",4.1,12,4,2,0,0,11.395,0.429,4.154,6.586
"8976","Total",46031,"","Lia Lombardini",43,79,37,2,9,4,6.837,0.358,2.744,5.911
"8977","Total",46038,"","Jenika Lombrana",294.1,280,104,38,206,31,3.141,0.238,1.434,3.817
"8978","Total",46040,"","Ava Lomelin",16.1,31,19,1,10,4,10.37,0.337,3.122,8.079
"8979","Total",46043,"","Sabrina Lomonaco",121.1,206,67,17,49,4,6.342,0.329,2.39,4.096
"8980","Total",46049,"","Kristin London",20,40,22,1,5,4,11.2,0.381,3.15,7.95
"8981","Total",46051,"","Maddie London",1,0,0,0,1,0,0,0,0,0.4
"8982","Total",46062,"","Abbey Long",178,257,90,22,94,13,5.11,0.311,2.073,4.179
"8983","Total",46065,"","Alannah Long",93.2,155,54,8,44,14,6.73,0.34,2.317,5.39
"8984","Total",46066,"","Allison Long",149,198,41,7,43,8,4.225,0.303,1.651,3.486
"8985","Total",46068,"","Anne Long",40.2,48,17,3,25,5,4.321,0.27,1.672,4.252
"8986","Total",46072,"","Caitlin Long",45.2,58,17,7,12,2,4.455,0.284,1.796,4.024
"8987","Total",46076,"","Devin Long",21.2,26,4,0,13,1,3.91,0.258,1.385,2.36
"8988","Total",46078,"","Grason Long",157,101,44,15,143,9,1.744,0.174,1.019,2.451
"8989","Total",46080,"","Heather Long",28.1,44,19,3,12,4,5.69,0.325,2.329,5.722
"8990","Total",46081,"","Jania Long",243.2,266,94,19,137,10,3.361,0.258,1.555,3.2
"8991","Total",46086,"","Jordan Long",144,232,23,4,40,13,4.867,0.339,1.799,3.582
"8992","Total",46089,"","Kassidy Long",41.2,55,34,3,19,5,4.545,0.308,2.208,5.719
"8993","Total",46091,"","Katie Long",304.2,364,115,15,201,50,4.071,0.279,1.621,4.496
"8994","Total",46092,"","Kaylee Long",13.2,20,10,2,13,1,5.689,0.31,2.341,4.098
"8995","Total",46102,"","Maggie Long",100.2,129,37,10,46,7,3.761,0.287,1.748,3.793
"8996","Total",46105,"","Megan Long",111,109,47,3,115,8,2.655,0.237,1.432,2.618
"8997","Total",46107,"","Payton Long",296.1,301,145,11,290,30,3.337,0.246,1.542,3.341
"8998","Total",46109,"","Riley Long",45.2,64,30,7,43,6,5.206,0.279,2.212,4.657
"8999","Total",46115,"","Sydney Long",656.1,633,195,53,498,19,2.54,0.235,1.342,2.393
"9000","Total",46117,"","Taylor Long",229,184,173,14,294,17,2.785,0.2,1.62,3.249
"9001","Total",46118,"","Tori Long",65.2,80,24,4,39,0,3.196,0.278,1.645,2.491
"9002","Total",46119,"","Kenzie Longanecker",633,664,187,20,435,66,2.854,0.254,1.376,3.362
"9003","Total",46128,"","Sydney Longley",60.1,105,31,1,14,4,8.266,0.347,2.271,4.397
"9004","Total",46135,"","Julia Longo",224,265,85,20,146,23,4.281,0.274,1.652,3.837
"9005","Total",46137,"","Denise Longoria",40.2,67,26,6,11,8,7.284,0.343,2.434,6.805
"9006","Total",46144,"","Maddy Longoria",0.1,9,0,0,0,0,175,0.692,27,2.4
"9007","Total",46147,"","Genevieve Longsdorf",56.1,79,37,4,52,8,5.346,0.3,2.13,4.585
"9008","Total",46152,"","Lindsey Longuet",612.1,441,196,109,521,23,1.807,0.191,1.218,2.681
"9009","Total",46155,"","Tori Lonsdale",4.1,7,6,0,0,0,11.395,0.269,3,6.586
"9010","Total",46156,"","McKenna Lont",27.1,37,18,0,21,0,5.147,0.303,2.012,2.841
"9011","Total",46156,"","Mckenna Lont",84.1,93,28,4,42,2,2.819,0.261,1.482,2.85
"9012","Total",46163,"","Abigail Loomis",79,106,49,13,87,12,6.907,0.29,2.127,4.523
"9013","Total",46167,"","Kayla Loomis",456.2,593,156,13,240,25,4.276,0.292,1.669,3.17
"9014","Total",46168,"","Maggie Loomis",180,194,57,7,85,5,2.881,0.256,1.433,2.884
"9015","Total",46170,"","Samantha Loomis",14.2,40,7,1,2,2,10.216,0.455,3.273,5.579
"9016","Total",46171,"","Savannah Loomis",6.2,11,10,3,2,0,4.179,0.314,3.6,7.624
"9017","Total",46181,"","Delaney Loosemore",94.1,152,44,9,46,4,4.705,0.332,2.173,3.675
"9018","Total",46186,"","Clare Lopeman",36,47,17,3,15,0,2.73,0.292,1.861,3.236
"9019","Total",46187,"","Maya Loper",48.2,30,29,8,49,0,1.876,0.165,1.377,2.668
"9020","Total",46203,"","Allison Lopez",32.2,54,19,0,8,7,6.208,0.344,2.235,6.437
"9021","Total",46204,"","Alyssa Lopez",328.2,412,155,39,203,17,4.151,0.277,1.844,3.607
"9022","Total",46212,"","Azalya Lopez",140,147,63,5,116,10,3.249,0.25,1.536,3.128
"9023","Total",46214,"","Brianna Lopez",446.2,388,228,31,392,17,2.477,0.222,1.449,2.879
"9024","Total",46215,"","Britney Lopez",2.2,4,3,0,0,0,5.6,0.25,2.625,6
"9025","Total",46217,"","Caitlin Lopez",52.1,74,41,5,28,3,6.412,0.308,2.293,4.709
"9026","Total",46220,"","Cecilia Lopez",262,296,47,19,138,10,2.38,0.26,1.382,2.599
"9027","Total",46221,"","Cheryl Lopez",21.2,38,28,3,13,3,7.778,0.345,3.185,7.307
"9028","Total",46222,"","Christal Lopez",37.2,69,51,17,12,5,11.141,0.358,3.637,8.899
"9029","Total",46230,"","Destinee Lopez",307,377,137,25,223,37,3.769,0.279,1.756,4.1
"9030","Total",46242,"","Giana Lopez",248,333,68,16,91,38,4.724,0.298,1.681,4.679
"9031","Total",46251,"","Jessica Lopez",184,198,75,23,181,39,4.183,0.254,1.609,4.785
"9032","Total",46260,"","Kamryn Lopez",71.2,136,19,5,11,3,6.264,0.369,2.233,3.641
"9033","Total",46276,"","Lindsay Lopez",413.2,439,96,56,328,35,2.911,0.253,1.429,3.017
"9034","Total",46277,"","Liyah Lopez",66.2,123,22,10,11,7,6.754,0.354,2.325,4.888
"9035","Total",46278,"","Lizie Lopez",20,36,9,0,9,3,4.903,0.323,2.25,4.816
"9036","Total",46282,"","Maci Lopez",14.1,49,15,12,12,2,19.718,0.521,5.302,8.245
"9037","Total",46284,"","Madysyn Lopez",23.2,34,19,3,10,4,7.745,0.293,2.366,6.57
"9038","Total",46288,"","Maleah Lopez",2,1,1,0,1,0,7,0.111,1,2.9
"9039","Total",46291,"","Mariah Lopez",1008,844,327,60,1099,113,2.348,0.214,1.221,2.829
"9040","Total",46295,"","Mia Lopez",11.1,11,5,1,7,3,5.66,0.207,1.5,6.262
"9041","Total",46322,"","Toni-Jo Lopez",1,0,1,0,1,0,0,0,1,3.4
"9042","Total",46324,"","Victoria Lopez",113.2,118,40,5,67,9,2.837,0.253,1.434,3.44
"9043","Total",46327,"","Yessenia Lopez",67,74,16,11,67,5,3.547,0.264,1.507,2.579
"9044","Total",46333,"","Aaliyah Lopez-martinez",12.2,13,10,8,6,3,5.556,0.232,2.447,8.829
"9045","Total",46339,"","Skylar Lopiccolo",2,5,1,0,0,0,10.5,0.417,3,3.9
"9046","Total",46351,"","Grace Lorah",27,25,25,1,32,0,5.485,0.227,1.889,2.922
"9047","Total",46354,"","Anna Lorbetske",1,2,0,0,1,0,7,0.4,2,0.4
"9048","Total",46373,"","Paty Loredo",1,2,1,2,0,0,21,0.4,5,11.4
"9049","Total",46376,"","Mandy Lorenson",162.2,161,127,29,183,18,3.997,0.233,1.949,4.461
"9050","Total",46414,"","Logan Losh",363,320,111,25,297,11,1.872,0.223,1.256,2.281
"9051","Total",46419,"","Megan Lotarski",38.1,56,30,8,22,3,6.635,0.314,2.452,5.295
"9052","Total",46424,"","Caitlin Lotspeich",4.1,17,9,3,0,3,38.182,0.515,6.692,19.445
"9053","Total",46440,"","Brooke Louden",276,369,77,9,131,14,3.484,0.302,1.649,3.047
"9054","Total",46450,"","Madelyn Loughary",4,3,1,1,2,0,1.75,0.214,1.25,2.9
"9055","Total",46481,"","Alyssa Lovato",19.1,20,14,3,17,1,4.33,0.256,1.914,3.946
"9056","Total",46491,"","Katie Love",69.1,65,33,8,47,11,4.05,0.232,1.529,4.869
"9057","Total",46505,"","Samantha Love",13.1,28,13,1,6,1,8.358,0.373,3.15,5.609
"9058","Total",46518,"","Megan Loveland",87.2,156,46,17,49,12,6.8,0.351,2.498,5.223
"9059","Total",46521,"","Holly Loveless",24.2,37,3,2,10,2,3.699,0.316,1.703,3.254
"9060","Total",46522,"","Kallen Loveless",260.2,336,91,8,147,17,3.412,0.294,1.669,3.26
"9061","Total",46524,"","Loren Loveless",22.2,37,6,4,6,4,6.814,0.336,2.074,5.497
"9062","Total",46526,"","Raven Loveless",412.1,549,116,24,188,23,3.448,0.295,1.671,3.232
"9063","Total",46527,"","Makenna Lovelette",27.1,29,11,2,29,0,4.872,0.246,1.537,1.704
"9064","Total",46541,"","Brooklyn Lovin",31,55,27,6,9,5,8.328,0.32,2.839,7.095
"9065","Total",46551,"","Paige Lowary",227.2,150,47,16,196,9,1.446,0.172,0.936,2.022
"9066","Total",46552,"","Rachel Lowary",12.1,6,8,0,20,0,0,0.131,1.135,1.093
"9067","Total",46561,"","Addison Lowe",2,1,2,1,2,0,0,0.143,2,4.9
"9068","Total",46572,"","Kiley Lowe",2,8,4,0,0,0,20,0.444,6,8.114
"9069","Total",46573,"","Kora Lowe",28,36,21,6,19,4,5.791,0.286,2.25,5.817
"9070","Total",46575,"","Madison Lowe",5.1,11,4,0,5,1,1.346,0.344,2.812,5.285
"9071","Total",46578,"","Mya Lowe",85.2,155,21,5,40,14,6.29,0.379,2.113,4.497
"9072","Total",46581,"","Sabrina Lowe",1,1,0,0,0,0,0,0.25,1,2.4
"9073","Total",46582,"","Shelby Lowe",403.1,338,78,20,461,53,2.483,0.214,1.081,2.551
"9074","Total",46584,"","Victoria Lowe",245,308,122,31,145,39,4.487,0.288,1.882,5.16
"9075","Total",46590,"","Alayna Lowery",21,22,20,1,19,1,2.356,0.259,2.048,4.227
"9076","Total",46599,"","Lauren Lowery",249.2,410,54,18,65,34,6.314,0.346,1.931,4.517
"9077","Total",46600,"","Logan Lowery",170.2,163,103,19,169,11,3.404,0.235,1.67,3.402
"9078","Total",46606,"","Tamarah Lowery",52.2,65,23,2,39,6,6.255,0.277,1.709,3.826
"9079","Total",46615,"","Reagan Lowrie",14.1,20,12,0,5,3,6.883,0.286,2.233,6.995
"9080","Total",46617,"","Audrey Lowry",28.2,20,2,2,31,4,2.203,0.182,0.837,2.47
"9081","Total",46624,"","Maddy Lowry",95.2,118,36,4,54,7,4.026,0.284,1.652,3.478
"9082","Total",46626,"","Rachel Lowry",214.1,277,55,13,164,10,3.894,0.291,1.61,2.429
"9083","Total",46627,"","Taylor Lowry",28.1,52,7,1,9,1,4.947,0.353,2.118,3.071
"9084","Total",46630,"","Deasia Lowther",352,542,141,23,118,21,5.991,0.328,2.006,3.904
"9085","Total",46640,"","Alana Loyd",233.2,430,55,11,140,63,7.731,0.369,2.123,5.556
"9086","Total",46643,"","Hannah Loyer",34,29,21,1,42,2,2.271,0.215,1.5,2.636
"9087","Total",46648,"","Alyssa Loza",184,196,48,25,132,21,3.24,0.248,1.462,3.64
"9088","Total",46660,"","Jasmine Lozano",125.2,174,24,3,49,7,3.063,0.302,1.599,2.988
"9089","Total",46664,"","Rebecca Lozano",3.1,8,0,0,0,2,6.364,0.4,2.4,10.279
"9090","Total",46665,"","Sybil Lozano",54.2,85,25,3,32,5,7.321,0.327,2.067,3.96
"9091","Total",46675,"","Tiffany Lubanski",14,16,11,6,3,3,9.5,0.281,2.357,8.4
"9092","Total",46692,"","Cailyn Lucas",90.2,162,53,3,29,3,7.109,0.353,2.404,4.043
"9093","Total",46693,"","Carlee Lucas",252.1,249,147,30,203,16,3.302,0.237,1.688,3.72
"9094","Total",46701,"","Jordan Lucas",9.1,17,11,2,2,3,11.413,0.378,3.214,10.443
"9095","Total",46710,"","Lexi Lucas",342.2,405,50,17,169,80,4.535,0.272,1.377,5.035
"9096","Total",46712,"","Logan Lucas",1,2,0,0,0,0,0,0.5,2,2.4
"9097","Total",46713,"","Madison Lucas",152,180,67,9,77,4,3.82,0.272,1.684,3.229
"9098","Total",46731,"","Brooklyn Lucero",42.1,48,23,5,19,8,4.33,0.256,1.795,5.966
"9099","Total",46735,"","Keira Lucero",16.2,24,15,3,6,2,6.707,0.3,2.52,6.472
"9100","Total",46748,"","Brianna Luciano",6.1,19,2,1,4,2,15.152,0.417,3.474,6.721
"9101","Total",46757,"","Mack Lucio",202.1,355,64,14,101,16,5.193,0.35,2.14,3.587
"9102","Total",46762,"","Grace Lucka",49,46,24,4,61,1,2.72,0.231,1.51,1.888
"9103","Total",46772,"","Alexis Lucyshyn",566.2,614,182,33,510,61,3.744,0.261,1.463,3.138
"9104","Total",46775,"","Ella Ludden",19,18,28,5,25,0,5.596,0.216,2.684,5.005
"9105","Total",46778,"","Emma Ludema",154,123,25,6,109,7,2.135,0.203,1,2.18
"9106","Total",46780,"","Grace Luderer",222.1,266,143,18,173,22,4.473,0.279,1.921,4.303
"9107","Total",46793,"","Lauren Ludvigsen",65.1,99,39,1,24,7,4.288,0.33,2.128,4.896
"9108","Total",46802,"","Lizzy Ludwig",117.2,146,53,4,58,11,4.46,0.278,1.725,4.083
"9109","Total",46811,"","Claire Luebke",131,221,57,15,49,7,6.167,0.344,2.237,4.003
"9110","Total",46813,"","Bailey Luedke",3,7,3,0,0,0,14,0.5,3.333,5.4
"9111","Total",46816,"","Lauren Luedtke",6.1,5,2,0,10,0,2.258,0.192,1.105,0.142
"9112","Total",46823,"","Hannah Luellen",87,93,35,3,35,7,3.054,0.251,1.506,3.95
"9113","Total",46831,"","Esmeralda Luevano",5.1,10,1,0,3,0,3.962,0.37,2.062,1.834
"9114","Total",46834,"","Arissa Lugo",1,0,0,0,0,0,0,0,0,2.4
"9115","Total",46839,"","Natalie Lugo",383,266,117,34,407,30,1.92,0.186,1.089,2.476
"9116","Total",46841,"","Shaina Lugo",22.2,28,38,2,8,1,4.956,0.304,3,7.577
"9117","Total",46851,"","Grace Luka",137.1,204,93,22,96,9,6.324,0.313,2.323,4.368
"9118","Total",46862,"","Makenzie Lukehart",90,128,85,7,22,7,6.536,0.313,2.444,5.99
"9119","Total",46866,"","Leigh Luker",78,102,25,1,35,5,3.679,0.276,1.641,3.336
"9120","Total",46874,"","Kirsten Luksic",9.2,21,6,1,4,1,10.368,0.343,2.897,5.018
"9121","Total",46884,"","Madison Lumpp",108,158,27,13,48,19,5.005,0.307,1.833,4.932
"9122","Total",46890,"","Alexa Luna",61.2,68,35,9,22,1,3.633,0.26,1.816,4.039
"9123","Total",46896,"","Ciara Luna",237.1,230,45,13,157,12,2.36,0.239,1.213,2.467
"9124","Total",46897,"","Ciera Luna",98.2,198,35,3,30,13,8.253,0.388,2.392,4.667
"9125","Total",46910,"","Levi Luna",18.2,37,8,0,6,3,8.235,0.381,2.411,5.127
"9126","Total",46912,"","Maria Luna",2.1,5,5,1,1,0,9.545,0.417,4.714,9.673
"9127","Total",46925,"","Abbie Lund",2,2,0,0,0,0,0,0.286,1,2.4
"9128","Total",46931,"","Mia Lund",8,17,13,0,1,2,13.125,0.425,3.75,10.275
"9129","Total",46932,"","Natalie Lundari",56,77,38,2,27,0,4.376,0.309,2.089,3.579
"9130","Total",46958,"","Kaiya Luneckas",32.1,65,48,8,20,6,12.365,0.372,3.742,8.876
"9131","Total",46960,"","Danielle Lung",242.2,242,157,29,198,19,3.614,0.243,1.764,4.091
"9132","Total",46965,"","Elle Lunsford",79,115,29,9,32,10,3.194,0.316,1.937,4.681
"9133","Total",46970,"","Allison Luoma",194.1,206,63,14,149,7,3.133,0.252,1.456,2.524
"9134","Total",46972,"","Brianna Lupa",321.2,426,131,20,246,11,3.591,0.295,1.794,2.724
"9135","Total",46973,"","Savana Luper",191.1,189,99,31,191,4,3.001,0.244,1.667,2.714
"9136","Total",46976,"","Andee Lupica",94,135,64,9,45,6,4.767,0.31,2.213,4.603
"9137","Total",46980,"","Aslynn Lupton",8.1,16,5,0,10,4,8.333,0.356,2.52,7.995
"9138","Total",46985,"","Lisa Lusardi",258,373,41,17,150,10,4.185,0.314,1.671,2.416
"9139","Total",46996,"","Jess Lusk",75.2,125,49,5,30,5,6.489,0.332,2.366,4.612
"9140","Total",46997,"","Maddi Lusk",414.1,415,170,29,323,19,2.857,0.243,1.482,2.879
"9141","Total",46998,"","Miah Lusk",70.2,74,32,17,63,4,3.861,0.249,1.741,3.433
"9142","Total",46999,"","Riley Lusk",22.2,41,16,4,16,6,10.531,0.357,2.691,7.09
"9143","Total",47001,"","Nikki Lusnia",168.1,159,72,8,159,6,2.708,0.232,1.42,2.4
"9144","Total",47029,"","Hannah Lutz",8.1,12,9,2,5,0,8.61,0.308,2.76,5.185
"9145","Total",47034,"","Maria Lutz",176,272,49,10,113,13,5.209,0.321,1.881,3.082
"9146","Total",47035,"","Rylee Lutz",346.2,256,151,32,319,6,1.758,0.195,1.266,2.368
"9147","Total",47042,"","Tori Luyster",20,26,1,0,6,1,3.5,0.289,1.35,2.6
"9148","Total",47043,"","Sammi Luzadre",324,490,142,25,163,27,5.641,0.327,2.028,4.024
"9149","Total",47048,"","Catie Luzzi",19.1,46,17,2,5,0,7.292,0.397,3.362,4.848
"9150","Total",47052,"","Kenzi Lyall",137,138,63,12,134,3,2.662,0.262,1.555,2.371
"9151","Total",47053,"","Owyen Lyall",11.1,18,13,1,6,1,8.053,0.286,2.824,6.205
"9152","Total",47057,"","Cathy Lybryk",239.2,231,75,10,98,9,2.308,0.246,1.318,3.135
"9153","Total",47066,"","Lainey Lyle",286.1,312,108,21,192,20,3.154,0.261,1.54,3.318
"9154","Total",47078,"","Momi Lyman",270.2,345,156,23,149,22,4.815,0.298,1.936,4.343
"9155","Total",47080,"","Sam Lynagh",15.2,27,8,1,4,2,7.134,0.346,2.298,5.266
"9156","Total",47094,"","Giovanna Lynch",3,4,12,0,1,0,11.667,0.364,5.333,13.733
"9157","Total",47099,"","Jess Lynch",33,46,22,4,10,10,6.402,0.305,2.182,8.132
"9158","Total",47106,"","Kayla Lynch",126.2,139,56,10,109,10,3.481,0.252,1.618,3.268
"9159","Total",47107,"","Kelley Lynch",326.1,243,199,55,387,44,3.283,0.194,1.523,4.117
"9160","Total",47108,"","Kelly Lynch",244.2,232,67,16,148,10,2.177,0.234,1.287,2.74
"9161","Total",47109,"","Kendra Lynch",89,126,20,1,50,19,5.506,0.307,1.652,4.76
"9162","Total",47111,"","Kylee Lynch",381,344,64,39,204,24,2.281,0.228,1.173,2.96
"9163","Total",47115,"","Maura Lynch",73.2,125,18,6,13,7,4.476,0.343,2.023,4.264
"9164","Total",47119,"","Rylea Lynch",39,52,15,1,11,2,2.863,0.295,1.744,3.729
"9165","Total",47121,"","Sarah Lynch",4,3,6,0,4,0,5.25,0.188,2.25,4.9
"9166","Total",47129,"","Veronica Lynch",65.2,95,28,3,26,10,4.292,0.295,1.919,5.021
"9167","Total",47130,"","Liz Lynchard",397,553,153,50,338,24,4.869,0.305,1.904,3.017
"9168","Total",47131,"","Mckailey Lyndaker",95.2,160,23,5,35,6,4.984,0.336,1.965,3.363
"9169","Total",47139,"","Lacey Lynn",25.1,38,21,4,19,6,9.37,0.311,2.487,6.928
"9170","Total",47141,"","Moriah Lynn",2,2,1,0,2,0,0,0.2,1.5,1.9
"9171","Total",47146,"","Andrea Lyon",553.1,537,242,40,409,53,3.632,0.241,1.48,3.696
"9172","Total",47150,"","Genevieve Lyon",3,11,1,1,0,0,8.687,0.457,4.333,4.262
"9173","Total",47168,"","Jamea Lyons",131.1,132,68,13,46,7,3.628,0.252,1.622,4.244
"9174","Total",47182,"","Sarah Lysohir",33.1,83,31,9,12,1,10.934,0.402,3.69,5.673
"9175","Total",47185,"","Halle Lytal",33.1,38,17,6,16,0,4.419,0.264,1.83,3.51
"9176","Total",47193,"","Brenna Lyver",2.1,6,4,0,1,1,19.091,0.429,4.286,12.855
"9177","Total",47212,"","Celina Maberto",256.2,372,122,19,86,27,5.514,0.31,1.999,4.748
"9178","Total",47222,"","Taylor Mabry",40,43,20,3,23,3,2.638,0.259,1.65,3.958
"9179","Total",47252,"","Grace MacDonald",41.2,45,22,2,37,1,4.88,0.26,1.656,2.664
"9180","Total",47252,"","Grace Macdonald",105.2,127,33,8,75,3,3.255,0.274,1.59,2.515
"9181","Total",47255,"","Kara MacDonald",33.2,47,12,4,25,0,5.625,0.303,1.871,2.34
"9182","Total",47255,"","Kara Macdonald",94.1,164,21,8,30,7,5.129,0.354,2.046,3.653
"9183","Total",47256,"","Logan Macdonald",149,148,50,3,85,6,2.433,0.242,1.349,2.89
"9184","Total",47269,"","Mary Maceda",1.1,3,6,0,1,0,29.167,0.375,6.75,15.733
"9185","Total",47273,"","Bella MacFarlane",87.2,125,37,9,43,4,4.32,0.316,1.951,3.589
"9186","Total",47280,"","Maddie Macgrandle",74,91,62,7,63,12,5.788,0.282,2.162,5.613
"9187","Total",47283,"","Breanna Macha",260.1,245,58,22,196,23,2.178,0.236,1.248,2.964
"9188","Total",47288,"","Cassidy Machado",3,5,0,0,3,0,0,0.333,1.667,0.465
"9189","Total",47308,"","Brianna Macias",169.1,189,30,15,87,11,2.818,0.261,1.382,3.016
"9190","Total",47317,"","Maya Macias",7,10,0,0,4,0,3.975,0.314,1.429,1.278
"9191","Total",47321,"","Vanessa Macias",94.1,150,6,2,18,7,4.236,0.327,1.675,3.239
"9192","Total",47327,"","Katelyn Maciel",2.1,2,1,0,0,1,3.182,0.2,1.286,9.673
"9193","Total",47332,"","Courtney Macintyre",25,24,2,0,18,0,0.84,0.247,1.04,1.2
"9194","Total",47345,"","Morgan Mack",30.2,56,14,1,8,2,7.067,0.348,2.315,4.186
"9195","Total",47347,"","Simone Mack",18.1,32,17,4,11,5,11.475,0.32,2.891,8.192
"9196","Total",47348,"","Tauney Mack",2.1,4,1,0,0,0,6.364,0.308,2.143,3.764
"9197","Total",47370,"","Erika Mackie",293.2,358,100,14,161,21,4.007,0.286,1.607,3.398
"9198","Total",47373,"","Taylor Mackin",23.1,35,22,1,12,1,6.034,0.302,2.486,4.9
"9199","Total",47382,"","Maddie Maclean",266.2,423,64,10,99,17,5.071,0.331,1.864,3.32
"9200","Total",47387,"","Shannon MacLeod",19,29,12,1,8,2,5.585,0.302,2.211,5.006
"9201","Total",47390,"","Kaitlin Macmillan",20.1,20,9,0,8,1,1.029,0.241,1.426,3.576
"9202","Total",47394,"","Emily MacMullen",44.2,39,28,6,49,4,2.662,0.225,1.634,3.653
"9203","Total",47394,"","Emily Macmullen",260,234,58,58,194,7,2.53,0.224,1.346,2.597
"9204","Total",47406,"","Morgan Macrae",4,0,1,0,3,0,0,0,0.25,1.65
"9205","Total",47417,"","Kylie Macy",75.2,68,23,7,110,17,3.984,0.213,1.295,3.607
"9206","Total",47418,"","Madison Macy",256.1,385,87,18,84,19,4.709,0.319,1.912,3.94
"9207","Total",47421,"","Gabrielle Maday",327,401,102,27,167,38,4.243,0.283,1.621,4.075
"9208","Total",47423,"","Madeline Maday",93.1,104,57,18,53,0,3.688,0.257,1.918,3.687
"9209","Total",47434,"","Halle Maddock",59.1,89,41,10,13,12,8.838,0.32,2.36,7.164
"9210","Total",47437,"","Elise Maddox",51.1,61,23,9,15,2,5.447,0.266,1.812,4.19
"9211","Total",47443,"","Kassie Maddox",49.1,38,18,5,23,1,1.697,0.201,1.236,3.128
"9212","Total",47444,"","Kryssi Maddox",76.2,91,49,11,95,5,3.66,0.27,1.97,3.119
"9213","Total",47446,"","Mya Maddox",2,1,3,0,2,0,0,0.125,2,4.9
"9214","Total",47447,"","Ryan Maddox",28.2,24,19,4,19,4,2.692,0.198,1.64,5.302
"9215","Total",47453,"","Kylia Maddox-langley",33.1,44,25,1,23,4,5.24,0.286,2.1,4.915
"9216","Total",47454,"","Lauren Maddrey",5.1,11,4,0,0,1,9.423,0.423,2.812,7.208
"9217","Total",47455,"","Emily Maddux",41.1,77,32,6,28,15,11.277,0.344,2.782,8.568
"9218","Total",47456,"","Jaycie Maddux",3.1,8,3,0,0,0,4.375,0.421,3.3,5.213
"9219","Total",47458,"","Kaitlyn Maddux",258.2,331,97,16,107,5,3.249,0.291,1.716,3.135
